severity,graphicId,displayName,usage,maps,impact,category,semanticSuggested,semanticConfidence,visualCategory,visualConfidence,familySupport,neighborSupport,remasterEligible,remasterPriority,hasPreview,classicAssetPath,sourceTexturePath,sourceExt,sourceExists,sourceLoadsAsTexture,cropValid,cropInsideTexture,fallbackCandidates,issues,classificationReason,remasterReason
"OK",1518,"GRH 1518 (tex_20.png)",211,6,361,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,350,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1518.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1508,"GRH 1508 (tex_20.png)",210,6,360,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,349,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1508.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60932,"GRH 60932 (tex_5087.png)",135,9,360,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,338,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60932.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1513,"GRH 1513 (tex_20.png)",203,6,353,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,342,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1513.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",16137,"GRH 16137 (tex_5065.png)",100,10,350,"Transition","Transition",0.925,"Transition",0.925,1.000,1.000,1,324,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_16137.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5065.png",".png",1,1,1,1,1,"","Semántica: transición confirmada por Layer2/cobertura.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6411,"GRH 6411 (tex_6215.png)",46,12,346,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,315,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6411.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6406,"GRH 6406 (tex_6215.png)",45,12,345,"Grass","Grass",0.945,"Grass",1.000,0.561,0.500,1,326,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6406.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6407,"GRH 6407 (tex_6215.png)",45,12,345,"Dirt","Dirt",0.887,"Dirt",1.000,0.561,0.500,1,306,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6407.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6409,"GRH 6409 (tex_6215.png)",43,12,343,"Grass","Grass",0.945,"Grass",1.000,0.561,0.500,1,324,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6409.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6410,"GRH 6410 (tex_6215.png)",43,12,343,"Dirt","Dirt",0.887,"Dirt",1.000,0.561,0.500,1,304,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6410.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6413,"GRH 6413 (tex_6215.png)",43,12,343,"Dirt","Dirt",0.887,"Dirt",1.000,0.561,0.500,1,304,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6413.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6414,"GRH 6414 (tex_6215.png)",43,12,343,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,312,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6414.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6415,"GRH 6415 (tex_6215.png)",43,12,343,"Grass","Grass",0.945,"Grass",1.000,0.561,0.500,1,324,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6415.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60930,"GRH 60930 (tex_5087.png)",142,8,342,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,321,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60930.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1505,"GRH 1505 (tex_20.png)",191,6,341,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,331,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1505.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60926,"GRH 60926 (tex_5087.png)",140,8,340,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,320,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60926.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60934,"GRH 60934 (tex_5087.png)",140,8,340,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,320,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60934.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60938,"GRH 60938 (tex_5087.png)",140,8,340,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,320,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60938.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6043,"GRH 6043 (tex_6000.png)",39,12,339,"Grass","Grass",0.970,"Grass",1.000,0.968,0.750,1,329,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6043.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60927,"GRH 60927 (tex_5087.png)",138,8,338,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,318,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60927.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1517,"GRH 1517 (tex_20.png)",187,6,337,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,327,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1517.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1512,"GRH 1512 (tex_20.png)",235,4,335,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,325,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1512.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1511,"GRH 1511 (tex_20.png)",233,4,333,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,323,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1511.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",60929,"GRH 60929 (tex_5087.png)",133,8,333,"Dirt","Dirt",0.940,"Dirt",1.000,0.624,1.000,1,313,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60929.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6059,"GRH 6059 (tex_6000.png)",54,11,329,"Grass","Grass",0.970,"Grass",1.000,0.968,1.000,1,319,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6059.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1510,"GRH 1510 (tex_20.png)",227,4,327,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,317,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1510.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6403,"GRH 6403 (tex_6215.png)",49,11,324,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,311,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6403.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6058,"GRH 6058 (tex_6000.png)",47,11,322,"Grass","Grass",0.970,"Grass",0.991,0.968,0.500,1,312,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6058.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6448,"GRH 6448 (tex_6215.png)",47,11,322,"Grass","Grass",0.945,"Grass",1.000,0.561,0.500,1,304,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6448.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6449,"GRH 6449 (tex_6215.png)",47,11,322,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,293,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6449.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6450,"GRH 6450 (tex_6215.png)",47,11,322,"Dirt","Dirt",0.887,"Dirt",1.000,0.561,0.515,1,286,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6450.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6451,"GRH 6451 (tex_6215.png)",47,11,322,"Grass","Grass",0.960,"Grass",1.000,0.561,0.750,1,309,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6451.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",2933,"GRH 2933 (tex_5065.png)",70,10,320,"Transition","Transition",0.916,"Transition",0.916,1.000,1.000,1,293,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_2933.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5065.png",".png",1,1,1,1,1,"","Semántica: transición confirmada por Layer2/cobertura.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6063,"GRH 6063 (tex_6000.png)",45,11,320,"Grass","Grass",0.970,"Grass",1.000,0.968,1.000,1,310,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6063.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6401,"GRH 6401 (tex_6215.png)",45,11,320,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,310,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6401.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6402,"GRH 6402 (tex_6215.png)",45,11,320,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,310,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6402.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6405,"GRH 6405 (tex_6215.png)",44,11,319,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,309,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6405.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6404,"GRH 6404 (tex_6215.png)",43,11,318,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,308,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6404.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6452,"GRH 6452 (tex_6215.png)",43,11,318,"Dirt","Dirt",0.910,"Dirt",1.000,0.561,0.750,1,289,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6452.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6453,"GRH 6453 (tex_6215.png)",43,11,318,"Dirt","Dirt",0.887,"Dirt",1.000,0.561,0.515,1,282,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6453.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6454,"GRH 6454 (tex_6215.png)",43,11,318,"Grass","Grass",0.931,"Grass",0.884,0.561,0.500,1,296,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6454.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6456,"GRH 6456 (tex_6215.png)",43,11,318,"Dirt","Dirt",0.887,"Dirt",1.000,0.561,0.500,1,282,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6456.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6457,"GRH 6457 (tex_6215.png)",43,11,318,"Grass","Grass",0.945,"Grass",1.000,0.561,0.500,1,300,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6457.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6458,"GRH 6458 (tex_6215.png)",43,11,318,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,308,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6458.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6042,"GRH 6042 (tex_6000.png)",41,11,316,"Dirt","Dirt",0.936,"Dirt",1.000,0.968,0.750,1,296,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6042.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Dirt por color marrón + contexto de familia/mapas.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6408,"GRH 6408 (tex_6215.png)",41,11,316,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,307,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6408.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6040,"GRH 6040 (tex_6000.png)",40,11,315,"Grass","Grass",0.970,"Grass",1.000,0.968,1.000,1,306,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6040.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6455,"GRH 6455 (tex_6215.png)",40,11,315,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,306,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6455.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6041,"GRH 6041 (tex_6000.png)",39,11,314,"Grass","Grass",0.970,"Grass",1.000,0.968,0.500,1,305,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6041.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6062,"GRH 6062 (tex_6000.png)",39,11,314,"Grass","Grass",0.970,"Grass",1.000,0.968,1.000,1,305,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6062.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6459,"GRH 6459 (tex_6215.png)",39,11,314,"Grass","Grass",0.970,"Grass",1.000,0.561,1.000,1,305,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6459.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61131,"GRH 61131 (tex_5087.png)",37,11,312,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,303,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61131.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61587,"GRH 61587 (tex_5087.png)",37,11,312,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,303,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61587.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61591,"GRH 61591 (tex_5087.png)",37,11,312,"Grass","Grass",0.970,"Grass",0.960,0.624,1.000,1,303,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61591.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61595,"GRH 61595 (tex_5087.png)",37,11,312,"Grass","Grass",0.959,"Grass",1.000,0.624,0.740,1,299,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61595.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6035,"GRH 6035 (tex_6000.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.968,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6035.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6047,"GRH 6047 (tex_6000.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.968,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6047.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61119,"GRH 61119 (tex_5087.png)",36,11,311,"Grass","Grass",0.960,"Grass",1.000,0.624,0.750,1,299,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61119.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61123,"GRH 61123 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61123.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61127,"GRH 61127 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61127.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61130,"GRH 61130 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61130.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61585,"GRH 61585 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61585.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61586,"GRH 61586 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61586.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61589,"GRH 61589 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61589.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61590,"GRH 61590 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61590.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",61594,"GRH 61594 (tex_5087.png)",36,11,311,"Grass","Grass",0.970,"Grass",1.000,0.624,1.000,1,302,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61594.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",1509,"GRH 1509 (tex_20.png)",210,4,310,"Water","Water",0.970,"Water",1.000,1.000,1.000,1,301,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_1509.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_20.png",".png",1,1,1,1,1,"","Semántica: Water confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
"OK",6039,"GRH 6039 (tex_6000.png)",35,11,310,"Grass","Grass",0.970,"Grass",1.000,0.968,0.750,1,301,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6039.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,1,1,1,"","Semántica: Grass confirmada por señal visual + contexto.","Apto: terreno semántico >=70%, fuente/crop válidos."
